Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z
2223708.2993409997,0.049827743,-0.044318996,-0.0064738784,2.3472688,5.207521,7.8712316
2223708.4006459997,-0.0137499,-0.008337558,0.013958693,2.414479,5.187313,7.9540095
2223708.498211,0.015087873,-0.04186729,0.032270323,2.3896308,5.18881,7.9170365
2223708.600863,-0.021481857,-0.006977748,0.04098578,2.3179297,5.1546807,7.836055
2223708.702677,0.001588043,0.0075426046,0.027603665,2.6182053,5.3043694,7.8626995
2223708.79741,-0.0070174295,0.040100016,-0.004440022,2.5545876,5.2894006,7.8242292
2223708.903833,0.0047721183,-0.02968093,0.034247983,2.4358845,5.1501904,7.9670324
2223709.002328,-0.004878112,0.024951156,0.07088669,2.503993,5.280569,8.108488
2223709.0982129998,-0.17032433,0.12009605,0.10720395,2.4749534,5.214257,7.7959385
2223709.199442,-0.25624883,0.16910088,0.019402726,2.3532565,4.9668217,8.114626
2223709.298472,0.06638435,-0.019530026,-0.04599359,2.4584875,4.950655,8.214169
2223709.400084,-0.23756835,0.17369989,0.028757878,2.4441175,4.89048,8.25713
2223709.498229,0.005044826,-0.012879846,0.0011984225,2.0670516,4.68855,8.162676
2223709.599289,-0.12665248,0.114146546,0.060882524,2.0402572,4.6759763,8.177345
2223709.7008909998,-0.05953763,0.046503853,0.06625998,2.1023781,4.5565248,8.385712
2223709.7999259997,-0.12123508,0.06983341,0.09495261,2.165397,4.4932065,8.370294
2223709.994618,-1.1949487,-0.14371802,-0.1908581,2.8162436,4.993915,9.453891
2223710.098384,-2.6919959,-2.0577006,-1.182104,11.043585,14.020743,28.066784
2223710.200804,1.3962661,6.1882143,-2.279289,2.6611662,-0.89783293,0.93091416
2223710.294857,2.3545065,5.798746,-1.6944131,0.7164102,-0.6066884,-0.052391052
2223710.4029159998,3.0593178,5.442392,-0.72271,0.69635195,-0.7322772,0.029039612
2223710.500666,3.176375,5.388098,0.26295307,0.7021898,-0.7655081,-0.016765136
2223710.607097,2.7290092,5.794006,1.2112755,0.7432045,-0.6803352,-0.14564712
2223710.7047139998,1.7038138,6.416669,1.9918597,0.7779323,-0.5186714,-0.38993913
2223710.800688,0.30629495,6.3477607,2.3116872,0.617466,-0.28964767,-0.6167175
2223710.905529,1.3088741,2.1427884,-2.0904877,-0.16795075,-0.1366658,0.29024643
2223711.003409,1.6420215,1.9178712,-1.8974684,0.22977218,-0.35341507,-0.02335144
2223711.099623,0.14219603,0.5937105,-0.05160993,0.67704207,-0.31404695,-6.4623613
2223711.202813,0.01434059,-0.038596395,-0.005967345,0.9479787,0.47166917,-10.3440895
2223711.300277,-0.0053066146,-0.012244682,0.0006468818,0.57480466,-0.034129027,-9.7161455
2223711.4037949997,-0.006132994,0.001617604,0.00097311905,0.40131545,-0.07125183,-9.742341
2223711.501329,-0.0060957093,-0.00076672406,0.0011483551,0.41314086,-0.034578096,-9.711954
2223711.607785,-0.007204916,0.00066898606,0.00023888555,0.4102968,-0.04550537,-9.739048
2223711.798437,-0.007535947,0.0021414477,0.0028317391,0.4152365,-0.057031404,-9.707463
2223711.9008049998,-0.0058767977,0.00025699503,0.00091985584,0.37736526,-0.03502716,-9.70447
2223712.00697,-0.0063537695,-0.00025007082,9.906959e-05,0.39757323,-0.033230897,-9.713001
2223712.117204,-0.0058858525,0.0019265307,0.00092172006,0.35311568,-0.05254074,-9.7144985
2223712.212826,-0.005743906,-0.0055961004,0.0006269081,0.4658313,-0.02933899,-9.663754
2223712.30828,-0.007258712,0.003912716,0.0002910835,0.3385959,-0.04415817,-9.759255
2223712.41183,-0.0062408517,-0.0007605988,0.0019654129,0.3676355,-0.03727249,-9.736652
2223712.5106289997,-0.0065769427,0.0048895637,0.0038306909,0.39203477,-0.06451584,-9.743388
2223712.6015959997,-0.005138303,0.0044304347,0.0030162963,0.37811372,-0.05583389,-9.731114
2223712.703074,-0.034766503,0.31715107,0.006817959,0.07813751,0.13052857,-8.437204
2223712.803496,-0.0075950692,0.005391037,0.039257925,0.3661386,0.045954436,-9.808503
2223712.921399,-0.01720988,0.06778464,0.0049020806,0.22782624,-0.122295685,-9.8921795
2223713.003023,0.006023804,0.018456772,-0.022377744,0.5297484,-0.104033664,-9.6935425
2223713.101835,0.09312755,0.08123813,0.048788045,0.31120285,0.006286926,-9.245224
2223713.2025619997,0.059298478,0.24140038,0.022353243,0.9942325,-0.75428146,-9.778565
2223713.3024979997,0.01949354,-0.059624713,-0.023772174,3.3693435,-0.8628058,-9.713151
2223713.3992729997,-0.091846034,-0.3162115,-0.030721162,0.5123845,-0.2643503,-9.976753
2223713.49846,-0.13836506,-0.0710345,-0.00750825,0.52735335,-0.31748977,-9.775871
2223713.6075029997,-0.024951156,-0.025084848,0.0009110674,0.5069957,-0.16226257,-9.695787
2223713.79545,-0.009393236,-0.007913583,0.00074595143,0.4590953,-0.11241623,-9.717342
2223713.902863,-0.012438826,-0.0020844562,0.002903378,0.4393364,-0.14400055,-9.715547
2223713.996645,-0.010916564,-0.0042972765,0.0010282465,0.44966492,-0.10627899,-9.722881
