Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z
2225651.541687,-0.029088642,-0.016785106,-0.009013468,2.836152,7.6693015,5.748496
2225651.6445899997,-0.043779973,0.026600452,0.021087974,2.766996,7.5510473,5.342091
2225651.7465029997,-0.0056847837,0.07565561,0.06571483,2.7071204,7.5631723,5.634134
2225651.845163,-0.05436657,0.091200486,0.027573038,2.7894492,7.4765024,5.720055
2225651.950482,0.025037443,0.04500103,0.047682833,2.887196,7.507189,5.7218513
2225652.048503,-0.08264934,0.0022362564,0.047885768,2.6415567,7.4423733,5.5875807
2225652.147087,-0.03886191,-0.07829401,0.048413604,2.6463468,7.5353303,5.354515
2225652.247188,-0.017901503,-0.055098407,0.025854766,2.6310787,7.486382,6.1313996
2225652.344873,0.08901376,-0.020643227,0.083215795,2.896926,7.5107813,5.5360875
2225652.446238,0.002741458,-0.0012543489,0.03259523,3.3242872,7.6149645,5.7688537
2225652.547843,-0.0008841695,-0.07016018,-0.027810859,3.2328272,7.4062986,5.567223
2225652.651395,0.21553868,-0.034156106,0.101156175,3.043022,7.0418067,5.7607703
2225652.74792,0.6194457,-0.43049306,0.17293689,2.5836272,6.66968,5.056635
2225652.8496709997,0.23125187,-0.13009143,0.5086369,3.52966,7.260352,4.634662
2225652.946475,-0.13726039,-0.03890985,0.42867652,3.7028499,7.76136,3.7347336
2225653.04924,0.9123918,-0.22237155,0.6081731,4.395759,6.797215,3.49598
2225653.147831,0.4590608,-1.517292,1.5264741,5.5049524,7.6737924,1.7405804
2225653.344743,-0.28090465,0.2631584,0.6805863,5.2326684,11.704011,2.3007157
2225653.4482629998,1.906345,0.09015492,-1.0372882,4.405788,13.20464,1.8344352
2225653.549298,2.8472576,1.6026325,-3.4083586,12.36833,18.606607,5.652845
2225653.644012,2.6189013,-0.34787753,-3.996142,9.538015,7.783963,-3.0687685
2225653.744191,-0.06381253,0.570113,-1.9976286,-3.83263,-6.3191094,2.0022364
2225653.845015,-1.3600308,0.8880739,2.838534,0.6185138,-7.2362523,-2.2501209
2225653.955332,-2.3454368,-2.4269083,5.8238378,24.315136,12.10383,2.3276596
2225654.0446309997,1.6706742,-0.8319603,4.1125283,18.84162,24.913591,1.4492862
2225654.146779,-4.7095394,-0.62574005,-1.1198497,-5.8457937,5.0674124,-2.5249493
2225654.247615,2.1736934,-0.42926028,-2.1451793,0.85921323,6.5909443,2.56312
2225654.350428,-0.5354064,3.5256577,-4.057477,10.8666525,24.613466,4.5767326
2225654.444795,1.6671356,0.8026831,-3.8143632,10.440639,9.984088,2.0386107
2225654.54793,0.75280184,0.756505,-0.3179178,1.103655,-5.041965,2.036066
2225654.650839,0.7374932,0.21549368,1.3054265,2.863695,-6.1263103,-4.4170146
2225654.751526,-3.8480356,-2.0727713,5.426869,14.488221,12.972175,-1.554667
2225654.848592,0.001480185,-0.6149199,1.5607612,8.700357,17.717007,2.2972727
2225655.044524,-0.39852527,0.12973084,-2.0325918,1.9805315,12.595108,-0.72703815
2225655.144094,1.767466,0.62701625,-3.5720458,7.392078,16.827557,3.3114138
2225655.246433,-0.18019187,1.3234919,-2.2949908,7.281009,3.1737003,0.38380188
2225655.346457,2.5668273,-0.21199135,-0.014833008,1.9184107,-4.2569976,-2.5634193
2225655.445367,-2.849497,1.5481248,3.3115861,3.6597395,2.05328,-8.856333
2225655.541948,-0.11831466,0.63751364,2.75605,22.450014,19.395018,1.9437081
2225655.64285,-2.7009993,-0.7739793,1.5657922,2.5629702,10.439441,-2.7514284
2225655.746475,-0.42904377,-0.46636185,-0.8241088,1.5238311,9.186546,0.34727782
2225655.847294,-0.6670052,1.3081447,-3.0684178,8.002957,15.543976,2.8572583
2225655.9465989997,1.7873769,-0.772913,-1.3676368,12.3895855,11.386671,2.1017792
2225656.043904,-0.69830614,2.244069,-0.39018372,3.9058278,3.3145573,-0.40026763
2225656.14332,-0.07881332,0.7881878,-0.3470557,3.2452514,5.127288,1.7031583
2225656.242199,0.019273562,0.13783084,-0.07033808,5.0070877,10.018217,0.052091673
2225656.3450869997,-0.74521214,0.45452303,0.6103438,3.9781275,11.463761,-0.8747809
2225656.4461459997,-0.101118095,0.053346846,0.051245343,2.047592,8.945548,-0.3252736
2225656.54574,0.3901507,-0.5061143,-0.3146304,2.7384055,8.671767,-0.44712022
2225656.645312,-0.035262384,-0.18180282,0.27788967,3.181035,9.7095585,0.742007
2225656.74732,-0.007510114,0.2929259,-0.04416027,2.5629702,9.235045,-0.5530998
2225656.848146,-0.17797133,0.06167002,0.095762216,3.0036538,9.528585,0.039368134
2225657.049679,0.1667493,0.037244573,-0.089294456,2.7964847,9.741592,-0.8243358
